College IPEDS ID,College Name,Fall Term,Enrollment Type Code,Enrollment Type Description,Head Count,Full-time Equivalent (FTE) Enrollment
190594,CUNY Hunter College,Fall 1996,3,Graduate,4170,2335
190594,CUNY Hunter College,Fall 1996,4,Undergraduate,14602,10341
190594,CUNY Hunter College,Fall 1996,5,Total,18772,12676
190600,CUNY John Jay College of Criminal Justice,Fall 1996,1,Transfer,974,
190600,CUNY John Jay College of Criminal Justice,Fall 1996,2,First-time Freshmen,1812,
190600,CUNY John Jay College of Criminal Justice,Fall 1996,3,Graduate,941,519
190600,CUNY John Jay College of Criminal Justice,Fall 1996,4,Undergraduate,9772,7726
190600,CUNY John Jay College of Criminal Justice,Fall 1996,5,Total,10713,8245
190619,CUNY Kingsborough Community College,Fall 1996,1,Transfer,678,
190619,CUNY Kingsborough Community College,Fall 1996,2,First-time Freshmen,2265,
190619,CUNY Kingsborough Community College,Fall 1996,4,Undergraduate,14758,10876
190619,CUNY Kingsborough Community College,Fall 1996,5,Total,14758,10876
190628,CUNY LaGuardia Community College,Fall 1996,1,Transfer,654,
190628,CUNY LaGuardia Community College,Fall 1996,2,First-time Freshmen,2227,
190628,CUNY LaGuardia Community College,Fall 1996,4,Undergraduate,11080,9921
190628,CUNY LaGuardia Community College,Fall 1996,5,Total,11080,9921
190682,CUNY Law School,Fall 1996,3,Graduate,472,603
190682,CUNY Law School,Fall 1996,5,Total,472,603
190637,CUNY Lehman College,Fall 1996,1,Transfer,635,
190637,CUNY Lehman College,Fall 1996,2,First-time Freshmen,678,
190637,CUNY Lehman College,Fall 1996,3,Graduate,1685,716
190637,CUNY Lehman College,Fall 1996,4,Undergraduate,7577,5491
190637,CUNY Lehman College,Fall 1996,5,Total,9262,6207
190646,CUNY Medgar Evers College,Fall 1996,1,Transfer,345,
190646,CUNY Medgar Evers College,Fall 1996,2,First-time Freshmen,762,
190646,CUNY Medgar Evers College,Fall 1996,4,Undergraduate,5401,3789
190646,CUNY Medgar Evers College,Fall 1996,5,Total,5401,3789
190655,CUNY New York City College of Technology,Fall 1996,1,Transfer,576,
190655,CUNY New York City College of Technology,Fall 1996,2,First-time Freshmen,2486,
190655,CUNY New York City College of Technology,Fall 1996,4,Undergraduate,11082,8395
190655,CUNY New York City College of Technology,Fall 1996,5,Total,11082,8395
190664,CUNY Queens College,Fall 1996,1,Transfer,1328,
190664,CUNY Queens College,Fall 1996,2,First-time Freshmen,1183,
190664,CUNY Queens College,Fall 1996,3,Graduate,3631,1718
190664,CUNY Queens College,Fall 1996,4,Undergraduate,13002,9750
190664,CUNY Queens College,Fall 1996,5,Total,16633,11468
190673,CUNY Queensborough Community College,Fall 1996,1,Transfer,555,
190673,CUNY Queensborough Community College,Fall 1996,2,First-time Freshmen,1927,
190673,CUNY Queensborough Community College,Fall 1996,4,Undergraduate,10744,7633
190673,CUNY Queensborough Community College,Fall 1996,5,Total,10744,7633
190691,CUNY York College,Fall 1996,1,Transfer,588,
190691,CUNY York College,Fall 1996,2,First-time Freshmen,577,
190691,CUNY York College,Fall 1996,4,Undergraduate,6332,4710
190691,CUNY York College,Fall 1996,5,Total,6332,4710
190512,CUNY Baruch College,Fall 1995,1,Transfer,1481,
190512,CUNY Baruch College,Fall 1995,2,First-time Freshmen,1492,
190512,CUNY Baruch College,Fall 1995,3,Graduate,2311,1555
190512,CUNY Baruch College,Fall 1995,4,Undergraduate,13122,10042
190512,CUNY Baruch College,Fall 1995,5,Total,15433,11597
190521,CUNY Borough of Manhattan Community College,Fall 1995,1,Transfer,1238,
190521,CUNY Borough of Manhattan Community College,Fall 1995,2,First-time Freshmen,3009,
190521,CUNY Borough of Manhattan Community College,Fall 1995,4,Undergraduate,16334,11943
190521,CUNY Borough of Manhattan Community College,Fall 1995,5,Total,16334,11943
190530,CUNY Bronx Community College,Fall 1995,1,Transfer,375,
190530,CUNY Bronx Community College,Fall 1995,2,First-time Freshmen,1584,
190530,CUNY Bronx Community College,Fall 1995,4,Undergraduate,8370,6940
190530,CUNY Bronx Community College,Fall 1995,5,Total,8370,6940
190549,CUNY Brooklyn College,Fall 1995,1,Transfer,1116,
190549,CUNY Brooklyn College,Fall 1995,2,First-time Freshmen,1276,
190549,CUNY Brooklyn College,Fall 1995,3,Graduate,4814,1989
190549,CUNY Brooklyn College,Fall 1995,4,Undergraduate,11332,9075
190549,CUNY Brooklyn College,Fall 1995,5,Total,16146,11064
190567,CUNY City College,Fall 1995,1,Transfer,866,
190567,CUNY City College,Fall 1995,2,First-time Freshmen,939,
190567,CUNY City College,Fall 1995,3,Graduate,3471,1644
190567,CUNY City College,Fall 1995,4,Undergraduate,10686,8296
190567,CUNY City College,Fall 1995,5,Total,14157,9940
190558,CUNY College of Staten Island,Fall 1995,1,Transfer,797,
190558,CUNY College of Staten Island,Fall 1995,2,First-time Freshmen,1702,
190558,CUNY College of Staten Island,Fall 1995,3,Graduate,1522,592
190558,CUNY College of Staten Island,Fall 1995,4,Undergraduate,10674,7768
190558,CUNY College of Staten Island,Fall 1995,5,Total,12196,8360
190576,CUNY Graduate School and University Center,Fall 1995,3,Graduate,4073,3155
190576,CUNY Graduate School and University Center,Fall 1995,5,Total,4073,3155
190585,CUNY Hostos Community College,Fall 1995,1,Transfer,263,
190585,CUNY Hostos Community College,Fall 1995,2,First-time Freshmen,875,
190585,CUNY Hostos Community College,Fall 1995,4,Undergraduate,4806,5040
190585,CUNY Hostos Community College,Fall 1995,5,Total,4806,5040
190594,CUNY Hunter College,Fall 1995,1,Transfer,1346,
190594,CUNY Hunter College,Fall 1995,2,First-time Freshmen,1186,
190594,CUNY Hunter College,Fall 1995,3,Graduate,4270,2428
190594,CUNY Hunter College,Fall 1995,4,Undergraduate,13980,9702
190594,CUNY Hunter College,Fall 1995,5,Total,18250,12130
190600,CUNY John Jay College of Criminal Justice,Fall 1995,1,Transfer,949,
190600,CUNY John Jay College of Criminal Justice,Fall 1995,2,First-time Freshmen,1623,
190600,CUNY John Jay College of Criminal Justice,Fall 1995,3,Graduate,763,426
190600,CUNY John Jay College of Criminal Justice,Fall 1995,4,Undergraduate,9266,7244
190600,CUNY John Jay College of Criminal Justice,Fall 1995,5,Total,10029,7670
190619,CUNY Kingsborough Community College,Fall 1995,1,Transfer,667,
190619,CUNY Kingsborough Community College,Fall 1995,2,First-time Freshmen,2186,
190619,CUNY Kingsborough Community College,Fall 1995,4,Undergraduate,14553,10592
190619,CUNY Kingsborough Community College,Fall 1995,5,Total,14553,10592
190628,CUNY LaGuardia Community College,Fall 1995,1,Transfer,581,
190628,CUNY LaGuardia Community College,Fall 1995,2,First-time Freshmen,2078,
190628,CUNY LaGuardia Community College,Fall 1995,4,Undergraduate,10695,9333
190628,CUNY LaGuardia Community College,Fall 1995,5,Total,10695,9333
190682,CUNY Law School,Fall 1995,3,Graduate,459,592
190682,CUNY Law School,Fall 1995,5,Total,459,592
190637,CUNY Lehman College,Fall 1995,1,Transfer,850,
190637,CUNY Lehman College,Fall 1995,2,First-time Freshmen,585,
190637,CUNY Lehman College,Fall 1995,3,Graduate,1577,656
190637,CUNY Lehman College,Fall 1995,4,Undergraduate,8022,5702
190637,CUNY Lehman College,Fall 1995,5,Total,9599,6358
190646,CUNY Medgar Evers College,Fall 1995,1,Transfer,301,
190646,CUNY Medgar Evers College,Fall 1995,2,First-time Freshmen,761,
190646,CUNY Medgar Evers College,Fall 1995,4,Undergraduate,5192,3640
190646,CUNY Medgar Evers College,Fall 1995,5,Total,5192,3640
190655,CUNY New York City College of Technology,Fall 1995,1,Transfer,505,
190655,CUNY New York City College of Technology,Fall 1995,2,First-time Freshmen,2053,
190655,CUNY New York City College of Technology,Fall 1995,4,Undergraduate,10156,7739
190655,CUNY New York City College of Technology,Fall 1995,5,Total,10156,7739
190664,CUNY Queens College,Fall 1995,1,Transfer,1315,
190664,CUNY Queens College,Fall 1995,2,First-time Freshmen,1655,
190664,CUNY Queens College,Fall 1995,3,Graduate,3379,1601
190664,CUNY Queens College,Fall 1995,4,Undergraduate,14143,10516
190664,CUNY Queens College,Fall 1995,5,Total,17522,12117
190673,CUNY Queensborough Community College,Fall 1995,1,Transfer,484,
190673,CUNY Queensborough Community College,Fall 1995,2,First-time Freshmen,2101,
190673,CUNY Queensborough Community College,Fall 1995,4,Undergraduate,11239,7832
190673,CUNY Queensborough Community College,Fall 1995,5,Total,11239,7832
190691,CUNY York College,Fall 1995,1,Transfer,593,
190691,CUNY York College,Fall 1995,2,First-time Freshmen,542,
190691,CUNY York College,Fall 1995,4,Undergraduate,6490,4860
190691,CUNY York College,Fall 1995,5,Total,6490,4860
190512,CUNY Baruch College,Fall 1994,1,Transfer,1074,
190512,CUNY Baruch College,Fall 1994,2,First-time Freshmen,1537,
190512,CUNY Baruch College,Fall 1994,3,Graduate,2304,1493
190512,CUNY Baruch College,Fall 1994,4,Undergraduate,12787,9601
190512,CUNY Baruch College,Fall 1994,5,Total,15091,11094
190521,CUNY Borough of Manhattan Community College,Fall 1994,1,Transfer,1003,
190521,CUNY Borough of Manhattan Community College,Fall 1994,2,First-time Freshmen,3094,
190521,CUNY Borough of Manhattan Community College,Fall 1994,4,Undergraduate,16728,12114
190521,CUNY Borough of Manhattan Community College,Fall 1994,5,Total,16728,12114
190530,CUNY Bronx Community College,Fall 1994,1,Transfer,433,
190530,CUNY Bronx Community College,Fall 1994,2,First-time Freshmen,1605,
190530,CUNY Bronx Community College,Fall 1994,4,Undergraduate,8357,6663
190530,CUNY Bronx Community College,Fall 1994,5,Total,8357,6663
190549,CUNY Brooklyn College,Fall 1994,1,Transfer,1143,
190549,CUNY Brooklyn College,Fall 1994,2,First-time Freshmen,1392,
190549,CUNY Brooklyn College,Fall 1994,3,Graduate,4403,1893
190549,CUNY Brooklyn College,Fall 1994,4,Undergraduate,11462,9217
190549,CUNY Brooklyn College,Fall 1994,5,Total,15865,11110
190567,CUNY City College,Fall 1994,1,Transfer,831,
190567,CUNY City College,Fall 1994,2,First-time Freshmen,1243,
190567,CUNY City College,Fall 1994,3,Graduate,3359,1619
190567,CUNY City College,Fall 1994,4,Undergraduate,11526,9076
190567,CUNY City College,Fall 1994,5,Total,14885,10695
190558,CUNY College of Staten Island,Fall 1994,1,Transfer,743,
190558,CUNY College of Staten Island,Fall 1994,2,First-time Freshmen,1684,
190558,CUNY College of Staten Island,Fall 1994,3,Graduate,1450,554
190558,CUNY College of Staten Island,Fall 1994,4,Undergraduate,11062,7918
190558,CUNY College of Staten Island,Fall 1994,5,Total,12512,8472
190576,CUNY Graduate School and University Center,Fall 1994,3,Graduate,4279,3320
190576,CUNY Graduate School and University Center,Fall 1994,5,Total,4279,3320
190585,CUNY Hostos Community College,Fall 1994,1,Transfer,57,
190585,CUNY Hostos Community College,Fall 1994,2,First-time Freshmen,1285,
190585,CUNY Hostos Community College,Fall 1994,4,Undergraduate,5273,5543
190585,CUNY Hostos Community College,Fall 1994,5,Total,5273,5543
190594,CUNY Hunter College,Fall 1994,1,Transfer,1054,
190594,CUNY Hunter College,Fall 1994,2,First-time Freshmen,1664,
190594,CUNY Hunter College,Fall 1994,3,Graduate,4728,2699
190594,CUNY Hunter College,Fall 1994,4,Undergraduate,14935,10619
190594,CUNY Hunter College,Fall 1994,5,Total,19663,13318
190600,CUNY John Jay College of Criminal Justice,Fall 1994,1,Transfer,889,
190600,CUNY John Jay College of Criminal Justice,Fall 1994,2,First-time Freshmen,1435,
190600,CUNY John Jay College of Criminal Justice,Fall 1994,3,Graduate,765,416
190600,CUNY John Jay College of Criminal Justice,Fall 1994,4,Undergraduate,8834,6681
190600,CUNY John Jay College of Criminal Justice,Fall 1994,5,Total,9599,7097
190619,CUNY Kingsborough Community College,Fall 1994,1,Transfer,693,
190619,CUNY Kingsborough Community College,Fall 1994,2,First-time Freshmen,2478,
190619,CUNY Kingsborough Community College,Fall 1994,4,Undergraduate,15518,10994
190619,CUNY Kingsborough Community College,Fall 1994,5,Total,15518,10994
190628,CUNY LaGuardia Community College,Fall 1994,1,Transfer,571,
190628,CUNY LaGuardia Community College,Fall 1994,2,First-time Freshmen,2218,
190628,CUNY LaGuardia Community College,Fall 1994,4,Undergraduate,11004,9664
190628,CUNY LaGuardia Community College,Fall 1994,5,Total,11004,9664
190682,CUNY Law School,Fall 1994,3,Graduate,447,572
190682,CUNY Law School,Fall 1994,5,Total,447,572
190637,CUNY Lehman College,Fall 1994,1,Transfer,894,
190637,CUNY Lehman College,Fall 1994,2,First-time Freshmen,745,
190637,CUNY Lehman College,Fall 1994,3,Graduate,1775,758
190637,CUNY Lehman College,Fall 1994,4,Undergraduate,8802,6150
190637,CUNY Lehman College,Fall 1994,5,Total,10577,6908
190646,CUNY Medgar Evers College,Fall 1994,1,Transfer,261,
190646,CUNY Medgar Evers College,Fall 1994,2,First-time Freshmen,633,
190646,CUNY Medgar Evers College,Fall 1994,4,Undergraduate,5217,3781
190646,CUNY Medgar Evers College,Fall 1994,5,Total,5217,3781
190655,CUNY New York City College of Technology,Fall 1994,1,Transfer,432,
190655,CUNY New York City College of Technology,Fall 1994,2,First-time Freshmen,2335,
190655,CUNY New York City College of Technology,Fall 1994,4,Undergraduate,10765,8227
190655,CUNY New York City College of Technology,Fall 1994,5,Total,10765,8227
190664,CUNY Queens College,Fall 1994,1,Transfer,1302,
190664,CUNY Queens College,Fall 1994,2,First-time Freshmen,1824,
190664,CUNY Queens College,Fall 1994,3,Graduate,3417,1620
190664,CUNY Queens College,Fall 1994,4,Undergraduate,14541,10829
190664,CUNY Queens College,Fall 1994,5,Total,17958,12449
190673,CUNY Queensborough Community College,Fall 1994,1,Transfer,543,
190673,CUNY Queensborough Community College,Fall 1994,2,First-time Freshmen,2356,
190673,CUNY Queensborough Community College,Fall 1994,4,Undergraduate,11888,8063
190673,CUNY Queensborough Community College,Fall 1994,5,Total,11888,8063
190691,CUNY York College,Fall 1994,1,Transfer,627,
190691,CUNY York College,Fall 1994,2,First-time Freshmen,692,
190691,CUNY York College,Fall 1994,4,Undergraduate,6889,5160
190691,CUNY York College,Fall 1994,5,Total,6889,5160
190512,CUNY Baruch College,Fall 1993,1,Transfer,1142,
190512,CUNY Baruch College,Fall 1993,2,First-time Freshmen,1356,
190512,CUNY Baruch College,Fall 1993,3,Graduate,2489,1549
190512,CUNY Baruch College,Fall 1993,4,Undergraduate,12575,9420
190512,CUNY Baruch College,Fall 1993,5,Total,15064,10969
190521,CUNY Borough of Manhattan Community College,Fall 1993,1,Transfer,1258,
190521,CUNY Borough of Manhattan Community College,Fall 1993,2,First-time Freshmen,3183,
190521,CUNY Borough of Manhattan Community College,Fall 1993,4,Undergraduate,16702,11829
190521,CUNY Borough of Manhattan Community College,Fall 1993,5,Total,16702,11829
190530,CUNY Bronx Community College,Fall 1993,1,Transfer,396,
190530,CUNY Bronx Community College,Fall 1993,2,First-time Freshmen,1683,
190530,CUNY Bronx Community College,Fall 1993,4,Undergraduate,8065,6417
190530,CUNY Bronx Community College,Fall 1993,5,Total,8065,6417
190549,CUNY Brooklyn College,Fall 1993,1,Transfer,939,
190549,CUNY Brooklyn College,Fall 1993,2,First-time Freshmen,1367,
190549,CUNY Brooklyn College,Fall 1993,3,Graduate,4371,1860
190549,CUNY Brooklyn College,Fall 1993,4,Undergraduate,11054,9008
190549,CUNY Brooklyn College,Fall 1993,5,Total,15425,10868
190567,CUNY City College,Fall 1993,1,Transfer,990,
190567,CUNY City College,Fall 1993,2,First-time Freshmen,1269,
190567,CUNY City College,Fall 1993,3,Graduate,3132,1565
190567,CUNY City College,Fall 1993,4,Undergraduate,11700,9323
190567,CUNY City College,Fall 1993,5,Total,14832,10888
190558,CUNY College of Staten Island,Fall 1993,1,Transfer,884,
190558,CUNY College of Staten Island,Fall 1993,2,First-time Freshmen,1432,
190558,CUNY College of Staten Island,Fall 1993,3,Graduate,1214,481
190558,CUNY College of Staten Island,Fall 1993,4,Undergraduate,10836,7504
190558,CUNY College of Staten Island,Fall 1993,5,Total,12050,7985
190576,CUNY Graduate School and University Center,Fall 1993,3,Graduate,4180,3239
190576,CUNY Graduate School and University Center,Fall 1993,5,Total,4180,3239
190585,CUNY Hostos Community College,Fall 1993,1,Transfer,349,
190585,CUNY Hostos Community College,Fall 1993,2,First-time Freshmen,1106,
190585,CUNY Hostos Community College,Fall 1993,4,Undergraduate,4973,5061
190585,CUNY Hostos Community College,Fall 1993,5,Total,4973,5061
190594,CUNY Hunter College,Fall 1993,1,Transfer,1129,
190594,CUNY Hunter College,Fall 1993,2,First-time Freshmen,1415,
190594,CUNY Hunter College,Fall 1993,3,Graduate,4570,2530
190594,CUNY Hunter College,Fall 1993,4,Undergraduate,14087,10006
190594,CUNY Hunter College,Fall 1993,5,Total,18657,12536
190600,CUNY John Jay College of Criminal Justice,Fall 1993,1,Transfer,742,
190600,CUNY John Jay College of Criminal Justice,Fall 1993,2,First-time Freshmen,1421,
190600,CUNY John Jay College of Criminal Justice,Fall 1993,3,Graduate,700,350
190600,CUNY John Jay College of Criminal Justice,Fall 1993,4,Undergraduate,8298,6278
190600,CUNY John Jay College of Criminal Justice,Fall 1993,5,Total,8998,6628
190619,CUNY Kingsborough Community College,Fall 1993,1,Transfer,671,
190619,CUNY Kingsborough Community College,Fall 1993,2,First-time Freshmen,2605,
190619,CUNY Kingsborough Community College,Fall 1993,4,Undergraduate,15168,11406
190619,CUNY Kingsborough Community College,Fall 1993,5,Total,15168,11406
190628,CUNY LaGuardia Community College,Fall 1993,1,Transfer,646,
190628,CUNY LaGuardia Community College,Fall 1993,2,First-time Freshmen,2300,
190628,CUNY LaGuardia Community College,Fall 1993,4,Undergraduate,10491,9398
190628,CUNY LaGuardia Community College,Fall 1993,5,Total,10491,9398
190682,CUNY Law School,Fall 1993,3,Graduate,450,566
190682,CUNY Law School,Fall 1993,5,Total,450,566
190637,CUNY Lehman College,Fall 1993,1,Transfer,781,
190637,CUNY Lehman College,Fall 1993,2,First-time Freshmen,768,
190637,CUNY Lehman College,Fall 1993,3,Graduate,1685,763
190637,CUNY Lehman College,Fall 1993,4,Undergraduate,8667,6221
190637,CUNY Lehman College,Fall 1993,5,Total,10352,6984
190646,CUNY Medgar Evers College,Fall 1993,1,Transfer,303,
190646,CUNY Medgar Evers College,Fall 1993,2,First-time Freshmen,644,
